gene_id	n_transcripts
LOC107447006	1
LOC107447007	1
LOC107447008	1
LOC107447011	1
LOC107447012	1
LOC107447014	1
LOC107447017	1
LOC107447018	1
LOC107447021	1
LOC107447022	1
LOC107447024	1
LOC107447026	1
LOC107447027	1
LOC107447028	1
LOC107447032	1
LOC107447033	1
LOC107447036	1
LOC107447037	1
LOC107447038	1
LOC107447040	1
LOC107447041	1
LOC107447044	1
LOC107447045	1
LOC107447046	1
LOC107447047	1
LOC107447049	1
LOC107447050	1
LOC107447051	1
LOC107447054	1
LOC107447055	1
LOC107447056	1
LOC107447057	1
LOC107447064	1
LOC107447065	1
LOC107447068	1
LOC107447075	1
LOC107447076	1
LOC107447083	1
LOC107447084	1
LOC107447085	1
LOC107447087	1
LOC107447088	1
LOC107447089	1
LOC107447091	1
LOC107447096	1
LOC107447097	1
LOC107447099	1
LOC107447100	1
LOC107447102	1
LOC107447104	1
LOC107447105	1
LOC107447107	1
LOC107447111	1
LOC107447114	1
LOC107447115	1
LOC107447116	1
LOC107447119	1
LOC107447120	1
LOC107447121	1
LOC107447122	1
LOC107447127	1
LOC107447132	1
LOC107447135	1
LOC107447137	1
LOC107447138	1
LOC107447140	1
LOC107447145	1
LOC107447147	1
LOC107447148	1
LOC107447149	1
LOC107447152	1
LOC107447155	1
LOC107447157	1
LOC107447160	1
LOC107447161	1
LOC107447163	1
LOC107447164	1
LOC107447165	1
LOC107447167	1
LOC107447168	1
LOC107447170	1
LOC107447172	1
LOC107447175	1
LOC107447177	1
LOC107447178	1
LOC107447181	1
LOC107447185	1
LOC107447186	1
LOC107447194	1
LOC107447200	1
LOC107447201	1
LOC107447204	1
LOC107447206	1
LOC107447208	1
LOC107447210	1
LOC107447212	1
LOC107447216	1
LOC107447217	1
LOC107447219	1
LOC107447221	1
LOC107447224	1
LOC107447227	1
LOC107447228	1
LOC107447231	1
LOC107447234	1
LOC107447239	1
LOC107447240	1
LOC107447243	1
LOC107447244	1
LOC107447246	1
LOC107447247	1
LOC107447248	1
LOC107447255	1
LOC107447256	1
LOC107447259	1
LOC107447261	1
LOC107447263	1
LOC107447267	1
LOC107447268	1
LOC107447269	1
LOC107447270	1
LOC107447272	1
LOC107447274	1
LOC107447276	1
LOC107447277	1
LOC107447280	1
LOC107447283	1
LOC107447285	1
LOC107447296	1
LOC107447298	1
LOC107447299	1
LOC107447300	1
LOC107447301	1
LOC107447304	1
LOC107447305	1
LOC107447306	1
LOC107447314	1
LOC107447315	1
LOC107447317	1
LOC107447324	1
LOC107447326	1
LOC107447329	1
LOC107447331	1
LOC107447332	1
LOC107447334	1
LOC107447336	1
LOC107447337	1
LOC107447340	1
LOC107447342	1
LOC107447347	1
LOC107447348	1
LOC107447351	1
LOC107447352	1
LOC107447353	1
LOC107447354	1
LOC107447355	1
LOC107447356	1
LOC107447363	1
LOC107447364	1
LOC107447365	1
LOC107447367	1
LOC107447372	1
LOC107447374	1
LOC107447375	1
LOC107447378	1
LOC107447379	1
LOC107447380	1
LOC107447381	1
LOC107447382	1
LOC107447383	1
LOC107447387	1
LOC107447389	1
LOC107447392	1
LOC107447393	1
LOC107447396	1
LOC107447397	1
LOC107447399	1
LOC107447404	1
LOC107447405	1
LOC107447406	1
LOC107447407	1
LOC107447409	1
LOC107447410	1
LOC107447413	1
LOC107447414	1
LOC107447415	1
LOC107447418	1
LOC107447420	1
LOC107447425	1
LOC107447427	1
LOC107447429	1
LOC107447430	1
LOC107447437	1
LOC107447438	1
LOC107447443	1
LOC107447444	1
LOC107447445	1
LOC107447446	1
LOC107447447	1
LOC107447448	1
LOC107447452	1
LOC107447454	1
LOC107447456	1
LOC107447457	1
LOC107447461	1
LOC107447462	1
LOC107447463	1
LOC107447464	1
LOC107447466	1
LOC107447467	1
LOC107447469	1
LOC107447472	1
LOC107447475	1
LOC107447477	1
LOC107447479	1
LOC107447481	1
LOC107447482	1
LOC107447489	1
LOC107447490	1
LOC107447491	1
LOC107447497	1
LOC107447503	1
LOC107447504	1
LOC107447507	1
LOC107447508	1
LOC107447512	1
LOC107447514	1
LOC107447518	1
LOC107447521	1
LOC107447527	1
LOC107447528	1
LOC107447531	1
LOC107447534	1
LOC107447536	1
LOC107447538	1
LOC107447541	1
LOC107447542	1
LOC107447544	1
LOC107447546	1
LOC107447547	1
LOC107447550	1
LOC107447557	1
LOC107447558	1
LOC107447560	1
LOC107447561	1
LOC107447563	1
LOC107447567	1
LOC107447570	1
LOC107447572	1
LOC107447575	1
LOC107447578	1
LOC107447581	1
LOC107447584	1
LOC107447588	1
LOC107447589	1
LOC107447590	1
LOC107447591	1
LOC107447593	1
LOC107447597	1
LOC107447599	1
LOC107447600	1
LOC107447601	1
LOC107447602	1
LOC107447603	1
LOC107447604	1
LOC107447605	1
LOC107447608	1
LOC107447615	1
LOC107447617	1
LOC107447621	1
LOC107447624	1
LOC107447626	1
LOC107447627	1
LOC107447628	1
LOC107447633	1
LOC107447634	1
LOC107447642	1
LOC107447644	1
LOC107447647	1
LOC107447648	1
LOC107447649	1
LOC107447650	1
LOC107447651	1
LOC107447652	1
LOC107447653	1
LOC107447654	1
LOC107447655	1
LOC107447656	1
LOC107447657	1
LOC107447658	1
LOC107447663	1
LOC107447664	1
LOC107447666	1
LOC107447668	1
LOC107447672	1
LOC107447673	1
LOC107447676	1
LOC107447677	1
LOC107447678	1
LOC107447685	1
LOC107447688	1
LOC107447689	1
LOC107447691	1
LOC107447692	1
LOC107447693	1
LOC107447694	1
LOC107447697	1
LOC107447698	1
LOC107447701	1
LOC107447703	1
LOC107447704	1
LOC107447705	1
LOC107447706	1
LOC107447708	1
LOC107447711	1
LOC107447712	1
LOC107447722	1
LOC107447723	1
LOC107447726	1
LOC107447728	1
LOC107447730	1
LOC107447731	1
LOC107447734	1
LOC107447735	1
LOC107447738	1
LOC107447739	1
LOC107447746	1
LOC107447748	1
LOC107447749	1
LOC107447750	1
LOC107447751	1
LOC107447755	1
LOC107447757	1
LOC107447760	1
LOC107447762	1
LOC107447781	1
LOC107447784	1
LOC107447787	1
LOC107447788	1
LOC107447789	1
LOC107447791	1
LOC107447792	1
LOC107447793	1
LOC107447794	1
LOC107447795	1
LOC107447797	1
LOC107447800	1
LOC107447804	1
LOC107447810	1
LOC107447811	1
LOC107447812	1
LOC107447813	1
LOC107447817	1
LOC107447819	1
LOC107447820	1
LOC107447826	1
LOC107447828	1
LOC107447830	1
LOC107447831	1
LOC107447833	1
LOC107447837	1
LOC107447843	1
LOC107447848	1
LOC107447849	1
LOC107447850	1
LOC107447853	1
LOC107447863	1
LOC107447864	1
LOC107447865	1
LOC107447867	1
LOC107447868	1
LOC107447869	1
LOC107447870	1
LOC107447871	1
LOC107447872	1
LOC107447873	1
LOC107447875	1
LOC107447883	1
LOC107447884	1
LOC107447887	1
LOC107447890	1
LOC107447893	1
LOC107447898	1
LOC107447901	1
LOC107447902	1
LOC107447903	1
LOC107447907	1
LOC107447908	1
LOC107447910	1
LOC107447913	1
LOC107447917	1
LOC107447919	1
LOC107447920	1
LOC107447921	1
LOC107447922	1
LOC107447924	1
LOC107447925	1
LOC107447927	1
LOC107447928	1
LOC107447929	1
LOC107447933	1
LOC107447937	1
LOC107447938	1
LOC107447940	1
LOC107447941	1
LOC107447942	1
LOC107447945	1
LOC107447949	1
LOC107447952	1
LOC107447953	1
LOC107447956	1
LOC107447957	1
LOC107447958	1
LOC107447962	1
LOC107447963	1
LOC107447965	1
LOC107447966	1
LOC107447967	1
LOC107447969	1
LOC107447970	1
LOC107447971	1
LOC107447972	1
LOC107447973	1
LOC107447974	1
LOC107447976	1
LOC107447977	1
LOC107447982	1
LOC107447984	1
LOC107447985	1
LOC107447986	1
LOC107447987	1
LOC107447988	1
LOC107447989	1
LOC107447997	1
LOC107447999	1
LOC107448005	1
LOC107448006	1
LOC107448008	1
LOC107448012	1
LOC107448013	1
LOC107448016	1
LOC107448017	1
LOC107448018	1
LOC107448019	1
LOC107448020	1
LOC107448025	1
LOC107448034	1
LOC107448037	1
LOC107448039	1
LOC107448041	1
LOC107448044	1
LOC107448049	1
LOC107448050	1
LOC107448051	1
LOC107448052	1
LOC107448053	1
LOC107448058	1
LOC107448060	1
LOC107448061	1
LOC107448062	1
LOC107448063	1
LOC107448070	1
LOC107448071	1
LOC107448072	1
LOC107448073	1
LOC107448080	1
LOC107448081	1
LOC107448082	1
LOC107448083	1
LOC107448084	1
LOC107448086	1
LOC107448087	1
LOC107448090	1
LOC107448092	1
LOC107448094	1
LOC107448095	1
LOC107448096	1
LOC107448101	1
LOC107448103	1
LOC107448105	1
LOC107448109	1
LOC107448110	1
LOC107448111	1
LOC107448119	1
LOC107448120	1
LOC107448125	1
LOC107448126	1
LOC107448132	1
LOC107448133	1
LOC107448134	1
LOC107448135	1
LOC107448144	1
LOC107448146	1
LOC107448150	1
LOC107448152	1
LOC107448153	1
LOC107448159	1
LOC107448162	1
LOC107448169	1
LOC107448170	1
LOC107448171	1
LOC107448172	1
LOC107448173	1
LOC107448174	1
LOC107448177	1
LOC107448178	1
LOC107448183	1
LOC107448184	1
LOC107448185	1
LOC107448186	1
LOC107448187	1
LOC107448188	1
LOC107448189	1
LOC107448196	1
LOC107448197	1
LOC107448199	1
LOC107448200	1
LOC107448203	1
LOC107448204	1
LOC107448207	1
LOC107448213	1
LOC107448216	1
LOC107448220	1
LOC107448223	1
LOC107448225	1
LOC107448228	1
LOC107448231	1
LOC107448233	1
LOC107448243	1
LOC107448244	1
LOC107448245	1
LOC107448250	1
LOC107448251	1
LOC107448256	1
LOC107448257	1
LOC107448258	1
LOC107448262	1
LOC107448263	1
LOC107448267	1
LOC107448268	1
LOC107448269	1
LOC107448271	1
LOC107448273	1
LOC107448274	1
LOC107448277	1
LOC107448280	1
LOC107448282	1
LOC107448284	1
LOC107448285	1
LOC107448286	1
LOC107448288	1
LOC107448290	1
LOC107448293	1
LOC107448294	1
LOC107448297	1
LOC107448300	1
LOC107448301	1
LOC107448303	1
LOC107448305	1
LOC107448307	1
LOC107448308	1
LOC107448309	1
LOC107448316	1
LOC107448317	1
LOC107448319	1
LOC107448321	1
LOC107448322	1
LOC107448325	1
LOC107448327	1
LOC107448329	1
LOC107448330	1
LOC107448331	1
LOC107448332	1
LOC107448335	1
LOC107448336	1
LOC107448338	1
LOC107448339	1
LOC107448341	1
LOC107448342	1
LOC107448344	1
LOC107448345	1
LOC107448346	1
LOC107448348	1
LOC107448349	1
LOC107448350	1
LOC107448351	1
LOC107448352	1
LOC107448353	1
LOC107448357	1
LOC107448358	1
LOC107448359	1
LOC107448361	1
LOC107448370	1
LOC107448371	1
LOC107448372	1
LOC107448376	1
LOC107448381	1
LOC107448382	1
LOC107448386	1
LOC107448387	1
LOC107448389	1
LOC107448391	1
LOC107448393	1
LOC107448395	1
LOC107448396	1
LOC107448399	1
LOC107448404	1
LOC107448405	1
LOC107448408	1
LOC107448412	1
LOC107448418	1
LOC107448421	1
LOC107448423	1
LOC107448427	1
LOC107448428	1
LOC107448430	1
LOC107448432	1
LOC107448436	1
LOC107448437	1
LOC107448438	1
LOC107448439	1
LOC107448440	1
LOC107448441	1
LOC107448442	1
LOC107448443	1
LOC107448444	1
LOC107448445	1
LOC107448446	1
LOC107448451	1
LOC107448453	1
LOC107448454	1
LOC107448455	1
LOC107448456	1
LOC107448457	1
LOC107448459	1
LOC107448460	1
LOC107448462	1
LOC107448474	1
LOC107448478	1
LOC107448479	1
LOC107448481	1
LOC107448483	1
LOC107448486	1
LOC107448487	1
LOC107448488	1
LOC107448492	1
LOC107448495	1
LOC107448497	1
LOC107448499	1
LOC107448501	1
LOC107448502	1
LOC107448503	1
LOC107448505	1
LOC107448507	1
LOC107448510	1
LOC107448511	1
LOC107448512	1
LOC107448513	1
LOC107448517	1
LOC107448518	1
LOC107448527	1
LOC107448528	1
LOC107448529	1
LOC107448530	1
LOC107448531	1
LOC107448535	1
LOC107448539	1
LOC107448541	1
LOC107448544	1
LOC107448546	1
LOC107448547	1
LOC107448549	1
LOC107448550	1
LOC107448552	1
LOC107448553	1
LOC107448554	1
LOC107448555	1
LOC107448557	1
LOC107448558	1
LOC107448559	1
LOC107448560	1
LOC107448562	1
LOC107448567	1
LOC107448570	1
LOC107448574	1
LOC107448575	1
LOC107448579	1
LOC107448583	1
LOC107448584	1
LOC107448587	1
LOC107448589	1
LOC107448591	1
LOC107448593	1
LOC107448594	1
LOC107448602	1
LOC107448603	1
LOC107448604	1
LOC107448607	1
LOC107448610	1
LOC107448611	1
LOC107448612	1
LOC107448613	1
LOC107448614	1
LOC107448615	1
LOC107448616	1
LOC107448618	1
LOC107448619	1
LOC107448622	1
LOC107448623	1
LOC107448624	1
LOC107448625	1
LOC107448626	1
LOC107448627	1
LOC107448629	1
LOC107448630	1
LOC107448631	1
LOC107448632	1
LOC107448637	1
LOC107448638	1
LOC107448639	1
LOC107448641	1
LOC107448643	1
LOC107448648	1
LOC107448650	1
LOC107448651	1
LOC107448652	1
LOC107448654	1
LOC107448655	1
LOC107448657	1
LOC107448659	1
LOC107448662	1
LOC107448668	1
LOC107448671	1
LOC107448678	1
LOC107448679	1
LOC107448682	1
LOC107448684	1
LOC107448685	1
LOC107448688	1
LOC107448689	1
LOC107448690	1
LOC107448692	1
LOC107448693	1
LOC107448695	1
LOC107448701	1
LOC107448702	1
LOC107448706	1
LOC107448709	1
LOC107448711	1
LOC107448712	1
LOC107448713	1
LOC107448717	1
LOC107448718	1
LOC107448720	1
LOC107448722	1
LOC107448723	1
LOC107448724	1
LOC107448729	1
LOC107448730	1
LOC107448731	1
LOC107448733	1
LOC107448735	1
LOC107448737	1
LOC107448738	1
LOC107448740	1
LOC107448741	1
LOC107448742	1
LOC107448747	1
LOC107448751	1
LOC107448754	1
LOC107448755	1
LOC107448756	1
LOC107448757	1
LOC107448760	1
LOC107448761	1
LOC107448765	1
LOC107448768	1
LOC107448771	1
LOC107448772	1
LOC107448773	1
LOC107448775	1
LOC107448778	1
LOC107448779	1
LOC107448780	1
LOC107448786	1
LOC107448789	1
LOC107448790	1
LOC107448791	1
LOC107448794	1
LOC107448795	1
LOC107448797	1
LOC107448798	1
LOC107448799	1
LOC107448800	1
LOC107448805	1
LOC107448807	1
LOC107448811	1
LOC107448813	1
LOC107448814	1
LOC107448815	1
LOC107448822	1
LOC107448831	1
LOC107448833	1
LOC107448834	1
LOC107448837	1
LOC107448838	1
LOC107448839	1
LOC107448841	1
LOC107448842	1
LOC107448844	1
LOC107448847	1
LOC107448850	1
LOC107448855	1
LOC107448857	1
LOC107448858	1
LOC107448859	1
LOC107448861	1
LOC107448862	1
LOC107448863	1
LOC107448866	1
LOC107448873	1
LOC107448874	1
LOC107448875	1
LOC107448876	1
LOC107448877	1
LOC107448878	1
LOC107448879	1
LOC107448883	1
LOC107448885	1
LOC107448886	1
LOC107448891	1
LOC107448894	1
LOC107448895	1
LOC107448896	1
LOC107448898	1
LOC107448899	1
LOC107448902	1
LOC107448903	1
LOC107448905	1
LOC107448907	1
LOC107448908	1
LOC107448909	1
LOC107448911	1
LOC107448913	1
LOC107448915	1
LOC107448916	1
LOC107448917	1
LOC107448918	1
LOC107448921	1
LOC107448923	1
LOC107448924	1
LOC107448927	1
LOC107448929	1
LOC107448932	1
LOC107448933	1
LOC107448934	1
LOC107448938	1
LOC107448940	1
LOC107448941	1
LOC107448944	1
LOC107448947	1
LOC107448952	1
LOC107448953	1
LOC107448958	1
LOC107448960	1
LOC107448961	1
LOC107448965	1
LOC107448967	1
LOC107448968	1
LOC107448970	1
LOC107448973	1
LOC107448976	1
LOC107448981	1
LOC107448984	1
LOC107448990	1
LOC107448991	1
LOC107449001	1
LOC107449002	1
LOC107449003	1
LOC107449004	1
LOC107449005	1
LOC107449006	1
LOC107449007	1
LOC107449008	1
LOC107449009	1
LOC107449012	1
LOC107449014	1
LOC107449016	1
LOC107449018	1
LOC107449019	1
LOC107449020	1
LOC107449021	1
LOC107449022	1
LOC107449023	1
LOC107449024	1
LOC107449025	1
LOC107449030	1
LOC107449031	1
LOC107449033	1
LOC107449034	1
LOC107449036	1
LOC107449041	1
LOC107449043	1
LOC107449045	1
LOC107449047	1
LOC107449048	1
LOC107449049	1
LOC107449050	1
LOC107449051	1
LOC107449052	1
LOC107449066	1
LOC107449067	1
LOC107449068	1
LOC107449069	1
LOC107449071	1
LOC107449072	1
LOC107449073	1
LOC107449075	1
LOC107449076	1
LOC107449078	1
LOC107449080	1
LOC107449082	1
LOC107449083	1
LOC107449084	1
LOC107449085	1
LOC107449087	1
LOC107449099	1
LOC107449100	1
LOC107449102	1
LOC107449105	1
LOC107449107	1
LOC107449110	1
LOC107449113	1
LOC107449118	1
LOC107449121	1
LOC107449122	1
LOC107449123	1
LOC107449125	1
LOC107449126	1
LOC107449128	1
LOC107449130	1
LOC107449131	1
LOC107449132	1
LOC107449135	1
LOC107449137	1
LOC107449139	1
LOC107449140	1
LOC107449141	1
LOC107449142	1
LOC107449146	1
LOC107449147	1
LOC107449149	1
LOC107449150	1
LOC107449154	1
LOC107449159	1
LOC107449160	1
LOC107449162	1
LOC107449164	1
LOC107449166	1
LOC107449168	1
LOC107449169	1
LOC107449170	1
LOC107449173	1
LOC107449174	1
LOC107449175	1
LOC107449176	1
LOC107449177	1
LOC107449179	1
LOC107449180	1
LOC107449183	1
LOC107449185	1
LOC107449189	1
LOC107449195	1
LOC107449197	1
LOC107449198	1
LOC107449199	1
LOC107449201	1
LOC107449202	1
LOC107449204	1
LOC107449205	1
LOC107449215	1
LOC107449216	1
LOC107449217	1
LOC107449219	1
LOC107449220	1
LOC107449221	1
LOC107449228	1
LOC107449229	1
LOC107449232	1
LOC107449234	1
LOC107449235	1
LOC107449237	1
LOC107449240	1
LOC107449247	1
LOC107449250	1
LOC107449251	1
LOC107449252	1
LOC107449253	1
LOC107449254	1
LOC107449259	1
LOC107449260	1
LOC107449261	1
LOC107449262	1
LOC107449263	1
LOC107449264	1
LOC107449271	1
LOC107449272	1
LOC107449277	1
LOC107449285	1
LOC107449286	1
LOC107449287	1
LOC107449288	1
LOC107449290	1
LOC107449293	1
LOC107449295	1
LOC107449296	1
LOC107449297	1
LOC107449300	1
LOC107449301	1
LOC107449302	1
LOC107449304	1
LOC107449307	1
LOC107449309	1
LOC107449310	1
LOC107449315	1
LOC107449317	1
LOC107449320	1
LOC107449321	1
LOC107449322	1
LOC107449326	1
LOC107449327	1
LOC107449332	1
LOC107449334	1
LOC107449335	1
LOC107449336	1
LOC107449338	1
LOC107449339	1
LOC107449341	1
LOC107449344	1
LOC107449347	1
LOC107449348	1
LOC107449350	1
LOC107449351	1
LOC107449354	1
LOC107449355	1
LOC107449356	1
LOC107449357	1
LOC107449358	1
LOC107449360	1
LOC107449361	1
LOC107449366	1
LOC107449373	1
LOC107449374	1
LOC107449375	1
LOC107449377	1
LOC107449382	1
LOC107449384	1
LOC107449387	1
LOC107449388	1
LOC107449389	1
LOC107449391	1
LOC107449392	1
LOC107449393	1
LOC107449394	1
LOC107449396	1
LOC107449400	1
LOC107449410	1
LOC107449412	1
LOC107449413	1
LOC107449417	1
LOC107449420	1
LOC107449423	1
LOC107449424	1
LOC107449425	1
LOC107449426	1
LOC107449428	1
LOC107449434	1
LOC107449435	1
LOC107449436	1
LOC107449437	1
LOC107449438	1
LOC107449439	1
LOC107449443	1
LOC107449452	1
LOC107449454	1
LOC107449457	1
LOC107449460	1
LOC107449462	1
LOC107449463	1
LOC107449467	1
LOC107449468	1
LOC107449474	1
LOC107449475	1
LOC107449476	1
LOC107449477	1
LOC107449481	1
LOC107449484	1
LOC107449485	1
LOC107449486	1
LOC107449487	1
LOC107449488	1
LOC107449491	1
LOC107449497	1
LOC107449498	1
LOC107449499	1
LOC107449500	1
LOC107449501	1
LOC107449503	1
LOC107449504	1
LOC107449508	1
LOC107449511	1
LOC107449512	1
LOC107449513	1
LOC107449519	1
LOC107449520	1
LOC107449522	1
LOC107449523	1
LOC107449524	1
LOC107449525	1
LOC107449527	1
LOC107449528	1
LOC107449529	1
LOC107449530	1
LOC107449532	1
LOC107449536	1
LOC107449537	1
LOC107449540	1
LOC107449542	1
LOC107449543	1
LOC107449544	1
LOC107449545	1
LOC107449547	1
LOC107449548	1
LOC107449552	1
LOC107449553	1
LOC107449554	1
LOC107449555	1
LOC107449556	1
LOC107449558	1
LOC107449560	1
LOC107449562	1
LOC107449566	1
LOC107449569	1
LOC107449576	1
LOC107449579	1
LOC107449580	1
LOC107449583	1
LOC107449584	1
LOC107449587	1
LOC107449589	1
LOC107449590	1
LOC107449591	1
LOC107449594	1
LOC107449596	1
LOC107449602	1
LOC107449603	1
LOC107449606	1
LOC107449607	1
LOC107449608	1
LOC107449611	1
LOC107449613	1
LOC107449618	1
LOC107449619	1
LOC107449620	1
LOC107449624	1
LOC107449625	1
LOC107449626	1
LOC107449628	1
LOC107449630	1
LOC107449632	1
LOC107449633	1
LOC107449641	1
LOC107449642	1
LOC107449644	1
LOC107449649	1
LOC107449651	1
LOC107449653	1
LOC107449655	1
LOC107449656	1
LOC107449658	1
LOC107449659	1
LOC107449660	1
LOC107449661	1
LOC107449663	1
LOC107449665	1
LOC107449671	1
LOC107449676	1
LOC107449677	1
LOC107449678	1
LOC107449679	1
LOC107449680	1
LOC107449682	1
LOC107449683	1
LOC107449684	1
LOC107449689	1
LOC107449693	1
LOC107449694	1
LOC107449698	1
LOC107449703	1
LOC107449706	1
LOC107449709	1
LOC107449713	1
LOC107449716	1
LOC107449718	1
LOC107449721	1
LOC107449725	1
LOC107449727	1
LOC107449728	1
LOC107449729	1
LOC107449732	1
LOC107449734	1
LOC107449736	1
LOC107449737	1
LOC107449739	1
LOC107449740	1
LOC107449741	1
LOC107449744	1
LOC107449745	1
LOC107449749	1
LOC107449750	1
LOC107449751	1
LOC107449753	1
LOC107449754	1
LOC107449759	1
LOC107449763	1
LOC107449764	1
LOC107449765	1
LOC107449766	1
LOC107449770	1
LOC107449771	1
LOC107449772	1
LOC107449773	1
LOC107449774	1
LOC107449778	1
LOC107449780	1
LOC107449781	1
LOC107449783	1
LOC107449789	1
LOC107449790	1
LOC107449793	1
LOC107449795	1
LOC107449798	1
LOC107449800	1
LOC107449802	1
LOC107449803	1
LOC107449804	1
LOC107449805	1
LOC107449806	1
LOC107449809	1
LOC107449810	1
LOC107449812	1
LOC107449813	1
LOC107449817	1
LOC107449819	1
LOC107449820	1
LOC107449827	1
LOC107449828	1
LOC107449830	1
LOC107449834	1
LOC107449835	1
LOC107449837	1
LOC107449839	1
LOC107449840	1
LOC107449841	1
LOC107449845	1
LOC107449846	1
LOC107449848	1
LOC107449850	1
LOC107449851	1
LOC107449852	1
LOC107449854	1
LOC107449859	1
LOC107449861	1
LOC107449862	1
LOC107449865	1
LOC107449868	1
LOC107449871	1
LOC107449875	1
LOC107449877	1
LOC107449879	1
LOC107449881	1
LOC107449883	1
LOC107449886	1
LOC107449888	1
LOC107449893	1
LOC107449898	1
LOC107449899	1
LOC107449901	1
LOC107449902	1
LOC107449907	1
LOC107449908	1
LOC107449909	1
LOC107449911	1
LOC107449913	1
LOC107449915	1
LOC107449916	1
LOC107449918	1
LOC107449920	1
LOC107449921	1
LOC107449925	1
LOC107449926	1
LOC107449927	1
LOC107449928	1
LOC107449929	1
LOC107449930	1
LOC107449933	1
LOC107449935	1
LOC107449937	1
LOC107449939	1
LOC107449941	1
LOC107449942	1
LOC107449943	1
LOC107449945	1
LOC107449946	1
LOC107449947	1
LOC107449950	1
LOC107449951	1
LOC107449952	1
LOC107449954	1
LOC107449959	1
LOC107449960	1
LOC107449964	1
LOC107449966	1
LOC107449967	1
LOC107449969	1
LOC107449971	1
LOC107449976	1
LOC107449978	1
LOC107449979	1
LOC107449980	1
LOC107449982	1
LOC107449983	1
LOC107449985	1
LOC107449986	1
LOC107449990	1
LOC107449995	1
LOC107449998	1
LOC107449999	1
LOC107450000	1
LOC107450003	1
LOC107450004	1
LOC107450005	1
LOC107450007	1
LOC107450008	1
LOC107450010	1
LOC107450014	1
LOC107450017	1
LOC107450019	1
LOC107450029	1
LOC107450036	1
LOC107450037	1
LOC107450040	1
LOC107450041	1
LOC107450049	1
LOC107450050	1
LOC107450059	1
LOC107450061	1
LOC107450065	1
LOC107450067	1
LOC107450068	1
LOC107450075	1
LOC107450078	1
LOC107450083	1
LOC107450087	1
LOC107450090	1
LOC107450102	1
LOC107450109	1
LOC107450110	1
LOC107450113	1
LOC107450116	1
LOC107450117	1
LOC107450119	1
LOC107450121	1
LOC107450126	1
LOC107450128	1
LOC107450135	1
LOC107450138	1
LOC107450139	1
LOC107450140	1
LOC107450143	1
LOC107450145	1
LOC107450148	1
LOC107450155	1
LOC107450160	1
LOC107450163	1
LOC107450165	1
LOC107450167	1
LOC107450168	1
LOC107450169	1
LOC107450170	1
LOC107450171	1
LOC107450172	1
LOC107450173	1
LOC107450175	1
LOC107450179	1
LOC107450180	1
LOC107450182	1
LOC107450186	1
LOC107450189	1
LOC107450190	1
LOC107450191	1
LOC107450194	1
LOC107450195	1
LOC107450200	1
LOC107450201	1
LOC107450203	1
LOC107450204	1
LOC107450208	1
LOC107450209	1
LOC107450216	1
LOC107450220	1
LOC107450222	1
LOC107450224	1
LOC107450227	1
LOC107450228	1
LOC107450230	1
LOC107450239	1
LOC107450241	1
LOC107450244	1
LOC107450245	1
LOC107450246	1
LOC107450247	1
LOC107450248	1
LOC107450249	1
LOC107450250	1
LOC107450251	1
LOC107450252	1
LOC107450259	1
LOC107450260	1
LOC107450262	1
LOC107450263	1
LOC107450265	1
LOC107450269	1
LOC107450270	1
LOC107450271	1
LOC107450272	1
LOC107450276	1
LOC107450277	1
LOC107450280	1
LOC107450284	1
LOC107450285	1
LOC107450286	1
LOC107450288	1
LOC107450290	1
LOC107450291	1
LOC107450292	1
LOC107450293	1
LOC107450294	1
LOC107450295	1
LOC107450297	1
LOC107450298	1
LOC107450300	1
LOC107450302	1
LOC107450303	1
LOC107450304	1
LOC107450305	1
LOC107450306	1
LOC107450308	1
LOC107450309	1
LOC107450311	1
LOC107450314	1
LOC107450315	1
LOC107450317	1
LOC107450319	1
LOC107450320	1
LOC107450338	1
LOC107450342	1
LOC107450344	1
LOC107450346	1
LOC107450347	1
LOC107450348	1
LOC107450349	1
LOC107450350	1
LOC107450352	1
LOC107450355	1
LOC107450357	1
LOC107450360	1
LOC107450367	1
LOC107450368	1
LOC107450377	1
LOC107450380	1
LOC107450381	1
LOC107450382	1
LOC107450384	1
LOC107450385	1
LOC107450386	1
LOC107450390	1
LOC107450391	1
LOC107450393	1
LOC107450394	1
LOC107450400	1
LOC107450402	1
LOC107450406	1
LOC107450408	1
LOC107450409	1
LOC107450412	1
LOC107450415	1
LOC107450421	1
LOC107450423	1
LOC107450424	1
LOC107450425	1
LOC107450427	1
LOC107450429	1
LOC107450430	1
LOC107450431	1
LOC107450432	1
LOC107450434	1
LOC107450435	1
LOC107450439	1
LOC107450440	1
LOC107450443	1
LOC107450444	1
LOC107450447	1
LOC107450448	1
LOC107450453	1
LOC107450454	1
LOC107450458	1
LOC107450462	1
LOC107450464	1
LOC107450468	1
LOC107450472	1
LOC107450474	1
LOC107450477	1
LOC107450481	1
LOC107450482	1
LOC107450483	1
LOC107450484	1
LOC107450485	1
LOC107450488	1
LOC107450491	1
LOC107450493	1
LOC107450494	1
LOC107450496	1
LOC107450497	1
LOC107450499	1
LOC107450500	1
LOC107450501	1
LOC107450502	1
LOC107450504	1
LOC107450505	1
LOC107450506	1
LOC107450507	1
LOC107450508	1
LOC107450509	1
LOC107450510	1
LOC107450511	1
LOC107450517	1
LOC107450518	1
LOC107450520	1
LOC107450522	1
LOC107450523	1
LOC107450524	1
LOC107450525	1
LOC107450528	1
